time,node-i,node-j
1922,130,226
1922,131,148
1922,133,197
1922,142,222
1922,143,210
1922,171,202
1922,177,194
1922,198,233
1922,202,210
1922,206,222
1922,216,223
1922,229,236
1922,236,239
1923,3,29
1923,8,19
1923,16,23
1923,16,35
1923,33,200
1923,36,189
1923,41,100
1923,44,52
1923,45,53
1923,46,119
1923,47,81
1923,49,52
1923,51,81
1923,51,119
1923,51,179
1923,54,136
1923,59,145
1923,75,79
1923,78,89
1923,78,230
1923,81,200
1923,82,228
1923,89,230
1923,89,237
1923,96,102
1923,96,112
1923,102,110
1923,102,112
1923,110,160
1923,115,155
1923,115,175
1923,117,222
1923,118,127
1923,120,211
1923,122,209
1923,130,138
1923,130,144
1923,134,188
1923,142,222
1923,177,194
1923,179,200
1923,198,233
1923,230,234
1924,14,16
1924,32,43
1924,34,86
1924,37,40
1924,45,53
1924,46,119
1924,47,81
1924,47,93
1924,51,119
1924,51,179
1924,54,136
1924,59,145
1924,75,229
1924,78,89
1924,78,230
1924,78,237
1924,81,93
1924,82,228
1924,88,237
1924,89,237
1924,91,230
1924,92,127
1924,92,142
1924,96,106
1924,96,112
1924,96,235
1924,98,115
1924,98,146
1924,102,110
1924,102,240
1924,103,108
1924,105,110
1924,105,169
1924,110,160
1924,118,127
1924,119,179
1924,120,211
1924,127,212
1924,130,149
1924,136,179
1924,137,145
1924,152,172
1924,157,173
1924,159,163
1924,163,180
1924,179,200
1924,198,233
1924,230,237
1925,17,39
1925,32,43
1925,33,44
1925,36,44
1925,36,136
1925,47,81
1925,48,53
1925,51,119
1925,51,179
1925,51,200
1925,55,126
1925,55,145
1925,56,69
1925,59,145
1925,75,79
1925,75,205
1925,76,79
1925,76,229
1925,78,89
1925,79,229
1925,96,102
1925,96,112
1925,96,240
1925,97,103
1925,98,115
1925,98,146
1925,105,115
1925,105,169
1925,106,235
1925,117,222
1925,118,127
1925,120,211
1925,122,142
1925,125,162
1925,125,163
1925,125,175
1925,131,148
1925,143,170
1925,149,218
1925,155,161
1925,155,167
1925,155,172
1925,157,164
1925,159,172
1925,159,173
1925,159,178
1925,162,166
1925,163,175
1925,166,175
1925,171,210
1925,172,178
1925,173,178
1925,179,200
1925,219,233
1925,223,227
1925,230,234
1926,3,29
1926,14,20
1926,17,32
1926,32,100
1926,34,86
1926,45,53
1926,48,52
1926,54,136
1926,55,126
1926,59,65
1926,74,76
1926,74,157
1926,74,239
1926,82,228
1926,83,237
1926,99,105
1926,102,231
1926,105,169
1926,120,204
1926,122,142
1926,125,166
1926,125,175
1926,130,144
1926,130,207
1926,157,174
1926,157,239
1926,159,167
1926,162,175
1926,163,175
1926,166,175
1926,167,172
1926,171,210
1926,172,173
1926,172,178
1926,174,239
1926,177,194
1926,180,237
1926,198,233
1926,223,227
1927,16,30
1927,17,39
1927,34,86
1927,48,52
1927,48,189
1927,52,189
1927,74,76
1927,74,241
1927,75,239
1927,75,241
1927,76,154
1927,78,88
1927,78,89
1927,80,87
1927,95,113
1927,96,102
1927,96,112
1927,98,115
1927,101,111
1927,101,231
1927,102,240
1927,105,169
1927,106,235
1927,110,160
1927,110,169
1927,112,146
1927,112,240
1927,114,146
1927,117,222
1927,120,204
1927,122,209
1927,134,188
1927,156,167
1927,159,167
1927,167,178
1927,172,178
1927,177,194
1927,192,197
1927,198,233
1927,239,241
1928,12,34
1928,16,23
1928,17,39
1928,34,86
1928,36,44
1928,48,136
1928,56,69
1928,57,58
1928,58,109
1928,74,76
1928,75,239
1928,75,241
1928,78,88
1928,78,89
1928,79,239
1928,88,89
1928,89,91
1928,94,98
1928,94,104
1928,95,113
1928,95,231
1928,96,102
1928,96,240
1928,98,115
1928,99,101
1928,99,108
1928,101,105
1928,102,240
1928,105,110
1928,105,169
1928,106,146
1928,110,115
1928,110,160
1928,110,169
1928,115,169
1928,120,204
1928,120,211
1928,122,144
1928,125,162
1928,125,166
1928,127,212
1928,131,148
1928,134,188
1928,144,204
1928,144,211
1928,144,215
1928,149,207
1928,155,173
1928,155,178
1928,160,169
1928,174,176
1928,177,194
1928,205,230
1928,207,218
1928,217,225
1928,230,236
1929,8,19
1929,15,16
1929,15,24
1929,15,41
1929,16,17
1929,16,23
1929,17,39
1929,34,86
1929,36,136
1929,41,100
1929,52,54
1929,78,89
1929,80,87
1929,81,93
1929,89,91
1929,90,91
1929,92,122
1929,95,113
1929,97,103
1929,98,105
1929,98,115
1929,98,160
1929,99,108
1929,102,160
1929,102,240
1929,105,169
1929,106,146
1929,110,160
1929,114,146
1929,117,222
1929,120,144
1929,120,211
1929,122,223
1929,127,149
1929,131,148
1929,136,189
1929,141,170
1929,144,204
1929,149,207
1929,155,178
1929,159,172
1929,161,178
1929,162,175
1929,172,178
1929,172,239
1929,174,176
1929,177,194
1929,198,233
1929,213,221
1930,8,19
1930,16,23
1930,16,32
1930,16,39
1930,17,43
1930,34,86
1930,37,189
1930,39,43
1930,59,145
1930,74,76
1930,74,239
1930,78,83
1930,78,89
1930,83,89
1930,94,95
1930,94,98
1930,94,104
1930,95,113
1930,95,231
1930,96,102
1930,96,160
1930,96,240
1930,97,99
1930,97,108
1930,98,108
1930,98,115
1930,99,108
1930,105,160
1930,105,169
1930,106,235
1930,111,231
1930,117,222
1930,122,144
1930,122,223
1930,127,149
1930,130,220
1930,131,148
1930,134,188
1930,136,189
1930,154,176
1930,172,178
1930,177,194
1930,196,217
1930,207,218
1930,229,230
1930,236,241
1931,13,15
1931,16,23
1931,34,86
1931,37,48
1931,37,53
1931,42,217
1931,59,145
1931,65,69
1931,74,76
1931,76,155
1931,76,172
1931,76,236
1931,78,89
1931,83,88
1931,83,89
1931,88,90
1931,89,230
1931,95,231
1931,96,112
1931,96,235
1931,97,99
1931,98,105
1931,98,110
1931,98,115
1931,98,169
1931,99,103
1931,99,104
1931,99,108
1931,101,108
1931,101,111
1931,102,146
1931,102,240
1931,105,169
1931,106,235
1931,110,115
1931,110,160
1931,111,231
1931,112,240
1931,114,146
1931,117,222
1931,122,144
1931,131,148
1931,136,189
1931,146,235
1931,153,176
1931,159,178
1931,177,194
1931,182,201
1932,13,16
1932,13,23
1932,16,23
1932,34,86
1932,37,53
1932,59,137
1932,59,145
1932,78,83
1932,78,89
1932,79,90
1932,83,89
1932,90,230
1932,92,215
1932,98,146
1932,99,101
1932,101,111
1932,102,110
1932,102,240
1932,104,111
1932,104,113
1932,105,169
1932,110,112
1932,110,160
1932,113,231
1932,114,146
1932,117,222
1932,122,144
1932,128,201
1932,130,138
1932,136,189
1932,143,170
1932,153,176
1932,155,161
1932,155,167
1932,156,164
1932,159,236
1932,160,169
1932,167,172
1932,169,240
1932,172,236
1932,219,221
1932,223,227
1932,229,230
1933,13,16
1933,13,23
1933,13,24
1933,16,23
1933,16,32
1933,23,24
1933,34,86
1933,36,136
1933,37,93
1933,75,241
1933,78,89
1933,80,87
1933,93,200
1933,96,106
1933,96,108
1933,103,240
1933,105,160
1933,106,160
1933,110,169
1933,112,240
1933,117,206
1933,117,222
1933,118,216
1933,120,211
1933,120,215
1933,120,220
1933,122,144
1933,128,201
1933,130,220
1933,136,189
1933,148,197
1933,155,159
1933,155,167
1933,155,173
1933,167,173
1933,207,218
1933,207,226
1933,229,230
1934,9,25
1934,13,16
1934,13,23
1934,16,23
1934,33,37
1934,37,93
1934,45,53
1934,66,116
1934,76,205
1934,78,89
1934,80,87
1934,82,228
1934,94,105
1934,94,231
1934,95,104
1934,96,98
1934,96,115
1934,97,101
1934,98,115
1934,99,104
1934,103,104
1934,103,112
1934,104,105
1934,105,160
1934,105,231
1934,108,115
1934,108,231
1934,111,115
1934,114,146
1934,117,206
1934,118,216
1934,120,204
1934,120,211
1934,122,144
1934,130,222
1934,136,189
1934,140,170
1934,153,176
1934,160,231
1934,183,197
1934,198,233
1934,204,211
1934,207,226
1934,211,220
1934,229,230
1934,229,237
1935,3,29
1935,9,25
1935,13,17
1935,14,15
1935,16,23
1935,17,23
1935,17,39
1935,36,44
1935,59,137
1935,59,145
1935,67,150
1935,78,89
1935,80,87
1935,82,159
1935,82,228
1935,83,89
1935,92,127
1935,92,130
1935,92,207
1935,94,103
1935,94,231
1935,95,102
1935,96,97
1935,96,115
1935,97,98
1935,97,111
1935,101,103
1935,101,113
1935,103,104
1935,105,160
1935,105,231
1935,106,235
1935,112,240
1935,114,146
1935,120,204
1935,120,211
1935,122,144
1935,123,126
1935,127,216
1935,127,227
1935,134,148
1935,134,188
1935,140,232
1935,160,231
1935,174,176
1935,198,233
1935,216,227
1935,229,237
1935,230,238
1936,13,17
1936,13,32
1936,14,18
1936,17,43
1936,58,64
1936,59,137
1936,59,145
1936,74,79
1936,78,89
1936,78,155
1936,79,236
1936,80,87
1936,82,91
1936,82,228
1936,83,153
1936,89,237
1936,89,238
1936,92,130
1936,92,207
1936,92,215
1936,94,104
1936,95,102
1936,95,112
1936,96,98
1936,96,115
1936,99,112
1936,102,112
1936,103,231
1936,106,235
1936,108,115
1936,110,240
1936,114,146
1936,117,222
1936,120,138
1936,120,211
1936,120,216
1936,122,144
1936,125,163
1936,125,175
1936,130,207
1936,134,188
1936,136,189
1936,141,170
1936,160,231
1936,163,175
1936,177,194
1936,229,237
1936,229,241
1937,13,32
1937,14,18
1937,15,18
1937,17,43
1937,18,20
1937,20,100
1937,33,50
1937,39,43
1937,67,150
1937,75,241
1937,78,155
1937,82,228
1937,83,89
1937,92,130
1937,92,207
1937,92,215
1937,96,98
1937,99,101
1937,99,112
1937,106,235
1937,114,146
1937,117,222
1937,118,127
1937,122,144
1937,130,149
1937,130,207
1937,130,226
1937,132,170
1937,136,189
1937,160,231
1937,161,164
1937,173,178
1937,173,205
1937,177,194
1937,199,213
1937,219,221
1938,8,19
1938,13,17
1938,14,18
1938,15,18
1938,16,23
1938,17,43
1938,18,20
1938,20,100
1938,39,43
1938,46,93
1938,56,57
1938,67,150
1938,82,228
1938,83,89
1938,92,130
1938,96,98
1938,99,102
1938,99,112
1938,102,112
1938,103,160
1938,106,146
1938,106,235
1938,114,115
1938,114,146
1938,118,127
1938,118,215
1938,120,204
1938,120,211
1938,122,144
1938,122,209
1938,125,163
1938,134,188
1938,136,189
1938,146,235
1938,149,218
1938,159,205
1938,160,231
1938,161,172
1938,163,175
1938,229,230
1939,8,19
1939,13,23
1939,13,32
1939,14,18
1939,17,32
1939,20,100
1939,39,43
1939,42,217
1939,51,200
1939,59,72
1939,74,89
1939,78,230
1939,80,87
1939,83,239
1939,89,91
1939,92,220
1939,94,231
1939,96,98
1939,99,102
1939,99,113
1939,101,113
1939,102,112
1939,105,231
1939,106,235
1939,108,111
1939,118,127
1939,120,211
1939,122,144
1939,122,209
1939,130,207
1939,133,197
1939,135,137
1939,136,189
1939,146,235
1939,154,176
1939,160,231
1939,162,180
1939,163,175
1939,174,176
1939,180,237
1939,205,234
1939,228,229
1939,228,230
1939,237,241
1940,0,25
1940,8,21
1940,13,15
1940,13,16
1940,14,18
1940,17,32
1940,17,39
1940,17,43
1940,20,100
1940,27,32
1940,32,39
1940,36,44
1940,39,43
1940,57,58
1940,67,150
1940,74,90
1940,74,229
1940,74,239
1940,76,79
1940,79,87
1940,79,89
1940,79,91
1940,80,87
1940,80,91
1940,82,87
1940,82,91
1940,82,239
1940,83,88
1940,88,228
1940,88,237
1940,92,130
1940,92,207
1940,92,220
1940,99,112
1940,99,113
1940,101,113
1940,102,112
1940,105,231
1940,108,111
1940,114,146
1940,117,204
1940,117,211
1940,120,211
1940,120,223
1940,122,223
1940,125,175
1940,127,212
1940,128,177
1940,134,188
1940,152,238
1940,153,176
1940,159,167
1940,160,231
1940,162,180
1940,163,175
1940,211,223
1940,217,225
1940,234,241
1940,236,239
1941,1,8
1941,13,15
1941,15,16
1941,17,39
1941,17,43
1941,20,100
1941,33,48
1941,39,43
1941,57,58
1941,67,150
1941,76,80
1941,76,91
1941,78,230
1941,78,237
1941,79,83
1941,79,237
1941,80,87
1941,80,91
1941,82,239
1941,88,89
1941,88,229
1941,88,239
1941,89,228
1941,89,229
1941,89,239
1941,92,207
1941,92,223
1941,99,113
1941,101,113
1941,102,112
1941,105,231
1941,114,235
1941,118,216
1941,120,122
1941,120,204
1941,120,211
1941,122,204
1941,127,212
1941,130,223
1941,133,197
1941,136,189
1941,137,145
1941,144,223
1941,146,235
1941,153,176
1941,160,231
1941,162,180
1941,166,175
1941,177,194
1941,205,230
1941,205,234
1941,205,237
1941,217,225
1941,230,234
1942,8,21
1942,15,16
1942,17,39
1942,17,43
1942,18,34
1942,20,32
1942,20,100
1942,32,100
1942,53,119
1942,58,109
1942,59,65
1942,59,69
1942,75,241
1942,85,198
1942,92,223
1942,95,107
1942,99,113
1942,101,113
1942,105,160
1942,105,231
1942,114,235
1942,120,122
1942,120,204
1942,120,211
1942,122,204
1942,122,211
1942,125,163
1942,127,212
1942,128,210
1942,131,188
1942,140,194
1942,160,231
1942,162,180
1942,172,174
1942,188,197
1943,17,43
1943,20,39
1943,57,58
1943,59,69
1943,92,227
1943,94,160
1943,96,169
1943,103,160
1943,114,235
1943,118,127
1943,120,144
1943,120,211
1943,130,149
1943,136,189
1943,141,170
1943,148,192
1943,160,231
1943,173,178
1944,17,43
1944,20,39
1944,20,100
1944,47,81
1944,47,189
1944,57,58
1944,59,69
1944,66,116
1944,80,87
1944,82,239
1944,83,230
1944,94,160
1944,102,112
1944,114,235
1944,120,204
1944,120,211
1944,122,144
1944,131,188
1944,133,197
1944,136,189
1944,140,232
1944,160,231
1944,163,180
1944,167,172
1944,183,194
1944,205,230
1944,205,237
1944,206,222
1944,211,222
1944,223,227
1944,228,234
1944,230,237
1945,17,43
1945,20,39
1945,20,100
1945,27,43
1945,34,86
1945,39,100
1945,47,189
1945,53,54
1945,57,58
1945,59,65
1945,66,116
1945,74,87
1945,74,91
1945,75,236
1945,82,229
1945,92,215
1945,94,160
1945,96,115
1945,99,101
1945,99,113
1945,101,113
1945,103,160
1945,118,127
1945,122,209
1945,123,145
1945,130,149
1945,130,215
1945,130,223
1945,131,148
1945,134,188
1945,136,189
1945,140,232
1945,147,158
1945,152,156
1945,155,175
1945,156,159
1945,160,231
1945,162,163
1945,163,175
1945,163,180
1945,175,180
1945,183,210
1945,188,202
1945,198,219
1945,198,233
1945,203,208
1945,205,230
1945,205,234
1945,228,237
1945,230,234
1946,7,71
1946,17,43
1946,20,39
1946,34,86
1946,51,200
1946,57,58
1946,58,109
1946,59,69
1946,66,116
1946,74,238
1946,76,91
1946,79,82
1946,79,239
1946,82,239
1946,83,228
1946,84,219
1946,89,205
1946,92,215
1946,94,160
1946,99,102
1946,99,113
1946,103,160
1946,105,231
1946,116,121
1946,122,207
1946,154,157
1946,155,163
1946,155,175
1946,155,180
1946,162,163
1946,162,180
1946,163,175
1946,163,180
1946,173,176
1946,175,180
1946,177,183
1946,183,210
1946,187,217
1946,190,196
1946,205,228
1946,205,234
1946,208,214
1946,238,239
1947,15,24
1947,18,31
1947,24,31
1947,55,59
1947,57,66
1947,57,68
1947,59,65
1947,59,69
1947,66,68
1947,79,87
1947,79,91
1947,92,127
1947,94,160
1947,94,231
1947,98,240
1947,99,112
1947,99,113
1947,103,160
1947,103,231
1947,105,231
1947,117,222
1947,136,189
1947,149,218
1947,152,159
1947,155,175
1947,155,180
1947,160,231
1947,162,163
1947,162,180
1947,183,210
1947,184,193
1947,190,225
1947,199,213
1948,0,28
1948,13,17
1948,13,23
1948,15,17
1948,18,24
1948,18,31
1948,24,31
1948,26,28
1948,55,59
1948,56,57
1948,59,69
1948,66,68
1948,66,116
1948,74,91
1948,74,236
1948,75,205
1948,75,228
1948,76,80
1948,76,87
1948,76,229
1948,78,205
1948,78,239
1948,78,241
1948,79,87
1948,79,238
1948,80,238
1948,82,205
1948,82,228
1948,83,241
1948,85,233
1948,88,89
1948,89,234
1948,90,91
1948,94,160
1948,100,151
1948,101,113
1948,102,112
1948,103,160
1948,104,231
1948,114,115
1948,117,222
1948,118,127
1948,120,211
1948,136,189
1948,140,232
1948,149,218
1948,154,157
1948,159,164
1948,159,172
1948,160,231
1948,161,172
1948,167,176
1948,172,176
1948,173,176
1948,183,210
1948,186,191
1948,198,203
1948,219,233
1948,229,238
1949,3,29
1949,5,25
1949,8,9
1949,15,17
1949,15,41
1949,17,41
1949,18,24
1949,18,31
1949,42,191
1949,54,119
1949,56,66
1949,59,65
1949,66,68
1949,66,116
1949,68,116
1949,74,76
1949,74,229
1949,74,236
1949,75,80
1949,75,82
1949,75,91
1949,75,228
1949,76,87
1949,78,241
1949,82,228
1949,85,203
1949,87,238
1949,88,89
1949,89,234
1949,90,241
1949,91,236
1949,91,241
1949,92,118
1949,92,127
1949,94,160
1949,94,231
1949,95,107
1949,100,151
1949,101,113
1949,103,160
1949,104,231
1949,114,115
1949,117,222
1949,118,127
1949,120,211
1949,122,204
1949,122,209
1949,125,175
1949,127,212
1949,155,168
1949,159,172
1949,163,180
1949,171,210
1949,183,210
1949,191,225
1949,205,228
1949,207,215
1949,217,225
1949,228,230
1949,230,234
1950,3,29
1950,6,22
1950,14,18
1950,15,17
1950,15,41
1950,17,31
1950,17,41
1950,18,24
1950,18,31
1950,24,31
1950,31,41
1950,32,43
1950,33,49
1950,34,86
1950,59,69
1950,66,68
1950,66,116
1950,74,76
1950,74,229
1950,75,82
1950,79,90
1950,79,91
1950,79,239
1950,80,82
1950,80,229
1950,84,190
1950,84,199
1950,84,217
1950,88,90
1950,89,234
1950,92,118
1950,92,127
1950,94,231
1950,95,112
1950,99,113
1950,100,151
1950,101,113
1950,104,231
1950,114,115
1950,117,222
1950,118,127
1950,120,211
1950,123,145
1950,127,212
1950,129,142
1950,130,144
1950,130,220
1950,134,188
1950,136,189
1950,138,226
1950,155,168
1950,156,164
1950,160,231
1950,161,176
1950,163,175
1950,163,180
1950,175,180
1950,183,210
1950,186,191
1950,186,217
1950,187,191
1950,196,199
1950,199,213
1950,205,228
1950,213,217
1950,214,225
1950,228,230
1950,230,234
1951,10,26
1951,13,16
1951,13,23
1951,14,18
1951,17,24
1951,20,31
1951,32,43
1951,37,93
1951,39,43
1951,42,85
1951,42,184
1951,51,200
1951,52,54
1951,57,58
1951,57,66
1951,59,69
1951,66,68
1951,75,228
1951,79,241
1951,80,239
1951,82,91
1951,85,233
1951,87,229
1951,88,89
1951,88,90
1951,89,90
1951,90,241
1951,91,241
1951,92,118
1951,94,160
1951,94,231
1951,98,240
1951,99,112
1951,99,113
1951,101,113
1951,104,231
1951,114,115
1951,117,222
1951,118,127
1951,120,122
1951,120,211
1951,122,144
1951,134,188
1951,136,189
1951,149,218
1951,155,162
1951,159,172
1951,161,176
1951,172,173
1951,172,176
1951,183,210
1951,184,233
1951,186,191
1951,228,239
1952,3,29
1952,13,15
1952,13,16
1952,13,23
1952,20,100
1952,24,31
1952,36,136
1952,39,100
1952,42,84
1952,50,51
1952,51,119
1952,51,200
1952,52,54
1952,68,116
1952,74,76
1952,74,228
1952,74,241
1952,75,205
1952,75,236
1952,84,199
1952,84,233
1952,85,203
1952,85,214
1952,87,229
1952,87,238
1952,89,90
1952,89,241
1952,91,241
1952,92,118
1952,94,231
1952,98,240
1952,99,112
1952,102,112
1952,104,146
1952,111,146
1952,117,222
1952,120,211
1952,122,209
1952,127,212
1952,130,207
1952,131,202
1952,136,189
1952,138,226
1952,144,215
1952,152,161
1952,152,173
1952,167,176
1952,184,196
1952,184,221
1952,187,191
1952,192,197
1952,196,221
1952,199,233
1952,205,237
1952,221,233
1952,223,227
1953,3,29
1953,15,23
1953,20,31
1953,20,100
1953,27,39
1953,31,35
1953,46,53
1953,68,116
1953,73,187
1953,74,75
1953,74,83
1953,75,228
1953,75,236
1953,78,230
1953,82,91
1953,84,199
1953,84,203
1953,85,199
1953,85,203
1953,85,214
1953,87,229
1953,87,238
1953,88,89
1953,89,90
1953,89,241
1953,91,228
1953,92,118
1953,92,127
1953,94,160
1953,94,231
1953,103,160
1953,111,114
1953,117,222
1953,120,204
1953,120,211
1953,130,220
1953,131,202
1953,134,188
1953,141,170
1953,147,197
1953,155,162
1953,155,180
1953,161,172
1953,162,166
1953,173,174
1953,176,178
1953,184,219
1953,184,221
1953,186,187
1953,186,217
1953,187,217
1953,190,213
1953,190,225
1953,191,217
1953,192,197
1953,199,219
1953,199,233
1953,205,237
1953,208,214
1953,217,225
1954,14,18
1954,21,150
1954,32,43
1954,36,48
1954,37,53
1954,41,43
1954,42,85
1954,42,233
1954,46,189
1954,57,58
1954,57,66
1954,74,228
1954,75,80
1954,78,230
1954,79,88
1954,80,87
1954,81,189
1954,82,228
1954,82,229
1954,82,236
1954,84,85
1954,84,203
1954,85,203
1954,88,89
1954,89,90
1954,89,241
1954,92,118
1954,92,226
1954,94,231
1954,102,112
1954,103,160
1954,103,231
1954,120,211
1954,127,149
1954,127,212
1954,130,207
1954,136,189
1954,138,226
1954,152,164
1954,155,163
1954,155,180
1954,159,164
1954,160,231
1954,167,172
1954,172,173
1954,186,225
1954,187,217
1954,190,213
1954,190,217
1954,190,225
1954,196,213
1954,196,221
1954,198,213
1954,207,215
1954,213,225
1954,219,233
1954,229,238
1954,238,239
1955,0,150
1955,9,21
1955,14,18
1955,15,31
1955,16,23
1955,20,39
1955,32,43
1955,36,189
1955,37,53
1955,42,85
1955,42,199
1955,42,233
1955,57,58
1955,74,229
1955,78,230
1955,82,239
1955,83,234
1955,84,199
1955,85,199
1955,85,214
1955,87,238
1955,88,90
1955,89,90
1955,89,234
1955,89,241
1955,90,241
1955,92,138
1955,92,226
1955,94,160
1955,94,231
1955,98,240
1955,99,113
1955,102,112
1955,103,160
1955,104,231
1955,120,204
1955,120,211
1955,122,144
1955,127,149
1955,130,218
1955,130,223
1955,134,188
1955,152,173
1955,154,157
1955,159,167
1955,160,231
1955,172,173
1955,172,176
1955,186,225
1955,190,221
1955,190,225
1955,196,199
1955,196,221
1955,198,213
1955,205,237
1955,207,215
1955,208,214
1955,219,233
1955,223,227
1955,228,241
1955,229,239
1955,230,234
1956,8,19
1956,11,150
1956,14,15
1956,20,39
1956,20,100
1956,21,29
1956,32,41
1956,32,43
1956,36,189
1956,41,43
1956,42,84
1956,42,198
1956,46,48
1956,49,81
1956,51,119
1956,57,66
1956,74,75
1956,74,229
1956,75,228
1956,75,236
1956,76,87
1956,78,230
1956,79,91
1956,82,228
1956,84,214
1956,84,219
1956,87,238
1956,88,89
1956,88,241
1956,89,90
1956,89,241
1956,90,91
1956,92,212
1956,92,226
1956,94,160
1956,98,240
1956,99,113
1956,102,112
1956,104,231
1956,108,169
1956,117,206
1956,120,211
1956,130,149
1956,130,204
1956,132,140
1956,155,163
1956,159,172
1956,164,172
1956,172,173
1956,184,196
1956,184,221
1956,186,191
1956,190,198
1956,190,225
1956,196,221
1956,198,225
1956,207,215
1956,208,214
1956,219,233
1956,223,227
1956,228,239
1956,230,234
1956,234,241
1957,0,28
1957,8,11
1957,8,19
1957,11,19
1957,11,195
1957,14,15
1957,16,23
1957,20,100
1957,21,150
1957,32,41
1957,32,43
1957,34,86
1957,41,43
1957,49,81
1957,51,119
1957,74,75
1957,74,229
1957,74,236
1957,75,229
1957,76,80
1957,78,230
1957,79,91
1957,82,228
1957,82,238
1957,83,237
1957,87,238
1957,88,89
1957,88,241
1957,89,234
1957,89,241
1957,92,117
1957,108,169
1957,111,115
1957,115,146
1957,120,204
1957,120,211
1957,122,209
1957,124,130
1957,132,140
1957,134,188
1957,141,232
1957,149,223
1957,159,167
1957,159,168
1957,160,231
1957,161,164
1957,164,168
1957,192,197
1957,204,212
1957,207,215
1957,218,226
1957,223,227
1957,230,234
1958,8,19
1958,13,14
1958,13,16
1958,14,15
1958,19,21
1958,21,67
1958,32,43
1958,34,43
1958,36,189
1958,40,119
1958,45,46
1958,47,49
1958,51,119
1958,52,93
1958,57,58
1958,57,66
1958,73,217
1958,74,75
1958,74,229
1958,74,236
1958,75,91
1958,75,229
1958,76,239
1958,78,83
1958,78,230
1958,80,238
1958,82,228
1958,82,229
1958,82,230
1958,85,199
1958,85,203
1958,87,91
1958,87,238
1958,88,89
1958,89,241
1958,91,228
1958,92,117
1958,92,223
1958,94,231
1958,96,169
1958,102,112
1958,105,160
1958,105,235
1958,106,160
1958,106,231
1958,111,114
1958,117,223
1958,120,211
1958,124,223
1958,127,212
1958,129,142
1958,130,207
1958,143,170
1958,149,212
1958,152,173
1958,160,231
1958,161,173
1958,172,173
1958,173,176
1958,184,219
1958,187,217
1958,190,191
1958,193,198
1958,193,225
1958,193,233
1958,196,219
1958,196,221
1958,196,233
1958,198,225
1958,203,214
1958,207,215
1958,225,233
1958,230,237
1959,14,15
1959,18,24
1959,32,41
1959,36,44
1959,36,189
1959,44,189
1959,45,46
1959,47,49
1959,52,53
1959,52,93
1959,58,66
1959,66,116
1959,74,75
1959,74,82
1959,74,91
1959,75,82
1959,76,80
1959,76,239
1959,78,83
1959,78,237
1959,81,189
1959,82,91
1959,83,237
1959,84,190
1959,84,219
1959,85,198
1959,88,89
1959,89,241
1959,91,229
1959,91,236
1959,92,223
1959,94,231
1959,106,160
1959,108,146
1959,111,114
1959,118,207
1959,120,211
1959,122,209
1959,127,212
1959,136,189
1959,144,204
1959,186,190
1959,186,219
1959,190,219
1959,192,197
1959,192,201
1959,193,221
1959,196,233
1959,198,208
1959,225,233
1959,230,237
1960,5,11
1960,10,26
1960,13,23
1960,21,71
1960,32,43
1960,37,45
1960,47,49
1960,50,189
1960,53,119
1960,57,58
1960,57,66
1960,66,68
1960,66,116
1960,74,82
1960,74,229
1960,75,90
1960,75,205
1960,78,230
1960,78,237
1960,83,230
1960,83,237
1960,84,190
1960,84,219
1960,85,225
1960,89,241
1960,92,223
1960,92,227
1960,94,231
1960,99,113
1960,106,231
1960,111,235
1960,127,212
1960,142,223
1960,142,227
1960,144,223
1960,154,157
1960,159,161
1960,159,164
1960,161,164
1960,184,193
1960,184,221
1960,186,190
1960,186,213
1960,192,197
1960,203,221
1960,207,215
1960,223,227
1960,228,239
1960,230,237
1961,7,71
1961,10,26
1961,16,23
1961,21,71
1961,32,43
1961,36,81
1961,41,43
1961,50,189
1961,57,66
1961,66,116
1961,73,196
1961,74,79
1961,75,91
1961,75,205
1961,75,229
1961,78,83
1961,82,229
1961,84,217
1961,85,233
1961,90,229
1961,91,241
1961,92,222
1961,92,223
1961,99,101
1961,99,113
1961,105,231
1961,106,160
1961,106,231
1961,108,169
1961,114,146
1961,118,215
1961,127,212
1961,129,142
1961,140,232
1961,144,223
1961,164,178
1961,183,210
1961,184,221
1961,199,219
1961,204,222
1961,207,215
1961,214,221
1961,216,223
1961,223,227
1961,228,239
1961,229,236
1961,230,241
1962,7,71
1962,10,26
1962,15,16
1962,16,23
1962,32,43
1962,36,44
1962,41,43
1962,57,66
1962,59,72
1962,59,145
1962,66,68
1962,69,109
1962,73,186
1962,73,199
1962,74,79
1962,75,82
1962,75,229
1962,75,236
1962,82,229
1962,82,236
1962,84,219
1962,85,166
1962,85,233
1962,92,227
1962,99,113
1962,105,231
1962,120,211
1962,127,149
1962,127,212
1962,138,227
1962,140,232
1962,141,170
1962,146,235
1962,149,212
1962,154,167
1962,159,161
1962,161,164
1962,161,172
1962,163,233
1962,183,210
1962,190,219
1962,191,217
1962,193,221
1962,196,208
1962,204,227
1962,205,237
1962,207,215
1962,207,218
1962,214,221
1962,216,227
1962,228,239
1963,7,71
1963,10,26
1963,13,16
1963,15,151
1963,32,43
1963,47,93
1963,58,68
1963,59,145
1963,67,150
1963,68,116
1963,73,186
1963,74,79
1963,75,82
1963,75,229
1963,75,238
1963,75,239
1963,76,83
1963,76,234
1963,82,228
1963,82,237
1963,84,190
1963,84,219
1963,85,166
1963,87,238
1963,89,91
1963,91,237
1963,105,160
1963,105,231
